molecule_chembl_id,canonical_smiles,standard_value
CHEMBL437472,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CSSC[C@@H](N)C(=O)N[C@H](CO)C(=O)N[C@H]2CSSC[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](CO)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,0.2
CHEMBL86814,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,2800.0
CHEMBL315047,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,1000.0
CHEMBL432091,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,50000.0
CHEMBL34540,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,50000.0
CHEMBL289687,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]cn1)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,9500.0
CHEMBL85341,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,400.0
CHEMBL317064,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,130.0
CHEMBL8981,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cc(OC)c(OC)c(OC)c2)cc1,0.3
CHEMBL10648,COc1ccc(CC2=C(c3ccc(Cl)cc3)C(=O)OC2(O)c2ccc(OC)cc2)cc1,960.0
CHEMBL10897,COc1ccc(CC2=C(c3ccccc3)C(=O)OC2(O)c2ccc(OC)cc2)cc1,2000.0
CHEMBL10996,COc1ccc(CC2=C(c3ccc(Cl)c(Cl)c3)C(=O)OC2(O)c2ccc(OC)cc2)cc1,310.0
CHEMBL11162,COc1ccc(CC2=C(c3ccc(OC)cc3)C(=O)OC2(O)c2ccc(OC)cc2)cc1,310.0
CHEMBL10924,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(OC)c(C)c2)cc1,6.0
CHEMBL25438,COc1ccc(C(=O)/C(Cc2cc(OC)c(OC)c(OC)c2)=C(\C(=O)[O-])c2ccc3c(c2)OCO3)cc1.[Na+],0.31
CHEMBL11131,O=C1OC(O)(c2ccccc2)C(Cc2ccccc2)=C1c1ccc2c(c1)OCO2,1300.0
CHEMBL10588,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1C,12.0
CHEMBL273613,Cc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1,1200.0
CHEMBL11115,COc1ccc(CC2=C(c3ccc4c(c3)OCO4)C(=O)OC2(O)c2ccc(OC)cc2)cc1,9.0
CHEMBL267094,O=C1OC(O)(c2ccc(Cl)cc2)C(Cc2ccccc2)=C1c1ccc2c(c1)OCO2,2200.0
CHEMBL10951,COc1ccc(CC2=C(c3ccc(C)cc3)C(=O)OC2(O)c2ccc(OC)cc2)cc1,750.0
CHEMBL275991,O=C1OC(O)(c2ccc(Cl)c(Cl)c2)C(Cc2ccccc2)=C1c1ccc2c(c1)OCO2,560.0
CHEMBL10733,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(Cl)cc2)cc1,140.0
CHEMBL10374,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(C)cc2)cc1,50.0
CHEMBL274383,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1,50.0
CHEMBL2369711,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,50000.0
CHEMBL2369709,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,40.0
CHEMBL1791280,CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,13000.0
CHEMBL2369713,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(C)=O)C(c1ccccc1)c1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,3200.0
CHEMBL1791271,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(C)=O)C(c1ccccc1)c1ccccc1)[C@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,14.0
CHEMBL1791272,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(C)=O)[C@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,30000.0
CHEMBL1791277,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)[C@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,25000.0
CHEMBL2369714,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,50000.0
CHEMBL1791279,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O)[C@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1800.0
CHEMBL2369710,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,24000.0
CHEMBL2369712,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]cn1)NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,50000.0
CHEMBL103362,COC(=O)C(c1ccc2c(c1)OCO2)C1c2ccccc2CCc2ccccc21,25000.0
CHEMBL100874,CC(C)(C)OC(=O)C(c1ccc2c(c1)OCO2)c1c2ccccc2nc2ccccc12,5600.0
CHEMBL287683,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(CC(C)C(=O)N(C)C)c1,0.024
CHEMBL411925,CCC(CO)Cc1cc(OC)ccc1[C@@H]1c2nc(NC(C)C)ccc2[C@H](c2ccc3c(c2)OCO3)[C@H]1C(=O)O,0.011
CHEMBL289634,COCC(C)Cc1cc(OC)ccc1[C@@H]1c2nc(NC(C)C)ccc2[C@H](c2ccc3c(c2)OCO3)[C@H]1C(=O)O,0.011
CHEMBL36671,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(O)c1,0.22
CHEMBL35984,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(CCCO)c1,0.022
CHEMBL103572,COC(=O)C(c1ccc2c(c1)OC(C)(C)O2)c1c2ccccc2nc2ccccc12,25000.0
CHEMBL103731,COC(=O)C(Cc1c2ccccc2cc2ccccc12)c1ccc2c(c1)OCO2,25000.0
CHEMBL432856,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(CC(C)(C)O)c1,0.014
CHEMBL286621,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(CC(O)CO)c1,0.048
CHEMBL103497,COC(=O)C(c1ccc2c(c1)OCO2)c1cc(C)nc2ccccc12,2800.0
CHEMBL100795,OCC(c1ccc2c(c1)OCO2)c1c2ccccc2nc2ccccc12,900.0
CHEMBL316648,O=C(OCc1ccc2c(c1)OCO2)C(c1ccc2c(c1)OCO2)c1c2ccccc2nc2ccccc12,8700.0
CHEMBL103484,O=CC(c1ccc2c(c1)OCO2)c1c2ccccc2nc2ccccc12,20000.0
CHEMBL103872,COC(=O)C(c1ccc(Cl)c(Cl)c1)c1c2ccccc2nc2ccccc12,25000.0
CHEMBL330414,COC(=O)C(Oc1c2ccccc2nc2ccccc12)c1ccc2c(c1)OCO2,2200.0
CHEMBL36627,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(OC)c1,0.047
CHEMBL291247,CCCOc1cc(OC)ccc1[C@@H]1c2nc(NC(C)C)ccc2[C@H](c2ccc3c(c2)OCO3)[C@H]1C(=O)O,0.41
CHEMBL290181,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(OC(C)C)c1,0.11
CHEMBL289216,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(OC(C)CO)c1,0.057
CHEMBL288247,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(CC(C)CO)c1,0.059
CHEMBL99963,c1ccc2c(Cc3ccc4c(c3)OCO4)c3ccccc3nc2c1,25000.0
CHEMBL103573,COC(=O)C(c1ccc([N+](=O)[O-])cc1)c1c2ccccc2nc2ccccc12,25000.0
CHEMBL103975,COC(=O)C(c1ccc2c(c1)OCO2)c1c2ccccc2nc2c(OC)c(OC)ccc12,25000.0
CHEMBL102494,COC(=O)C(c1ccc2c(c1)OCO2)c1c2c(nc3ccccc13)CCCC2,7300.0
CHEMBL320236,COC(=O)C(c1ccc2c(c1)OCO2)c1c2ccccc2nc2ccccc12,2800.0
CHEMBL100756,COC(=O)C(c1ccc(Cl)cc1)c1c2ccccc2nc2ccccc12,25000.0
CHEMBL38000,CCOc1cc(OC)ccc1[C@@H]1c2nc(NC(C)C)ccc2[C@H](c2ccc3c(c2)OCO3)[C@H]1C(=O)O,0.74
CHEMBL287517,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(OCc2ccccc2)c1,0.8
CHEMBL100120,NC(=O)C(c1ccc2c(c1)OCO2)c1c2ccccc2nc2ccccc12,8500.0
CHEMBL319679,CC(C)(C)c1ccc(COC(=O)C(c2ccc3c(c2)OCO3)c2c3ccccc3nc3ccccc23)cc1,25000.0
CHEMBL287711,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(CO)c1,0.062
CHEMBL316650,COC(=O)C(c1ccc(OC)cc1)c1c2ccccc2nc2ccccc12,25000.0
CHEMBL103631,COC(=O)C(c1ccc2c(c1)OCO2)c1cc(-c2ccccc2)nc2ccccc12,25000.0
CHEMBL103886,Cc1cc(C(C(N)=O)c2ccc3c(c2)OCO3)c2ccccc2n1,13000.0
CHEMBL287622,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(CCO)c1,0.031
CHEMBL101239,COc1ccc(COC(=O)C(c2ccc3c(c2)OCO3)c2c3ccccc3nc3ccccc23)cc1,8200.0
CHEMBL37920,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(CCC(C)(C)O)c1,0.065
CHEMBL103969,COC(=O)C(c1ccc2c(c1)OCO2)C(c1ccccc1)c1ccccc1,25000.0
CHEMBL101292,O=C(OCc1ccc(Cl)cc1)C(c1ccc2c(c1)OCO2)c1c2ccccc2nc2ccccc12,25000.0
CHEMBL37973,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(OCC(C)C)c1,0.86
CHEMBL103308,COC(=O)C(c1ccc(OC)c(OC)c1)c1c2ccccc2nc2ccccc12,25000.0
CHEMBL102348,COC(=O)C(c1ccc2c(c1)OCO2)c1c2ccccc2[n+]([O-])c2ccccc12,25000.0
CHEMBL316792,O=C(OCc1ccccc1)C(c1ccc2c(c1)OCO2)c1c2ccccc2nc2ccccc12,7500.0
CHEMBL100005,COC(=O)C(Cc1ccc2c(c1)OCO2)c1c2ccccc2nc2ccccc12,25000.0
CHEMBL37427,COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(CN(C)C(C)=O)c1,0.027
CHEMBL268174,COc1nc(C)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,7.943
CHEMBL176997,CCCS(=O)(=O)NCCOc1nc(-c2cc(OC)c(OC)c(OC)c2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,261.0
CHEMBL174781,CCCS(=O)(=O)NCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C)cn2)c1Oc1ccccc1OC,1320.0
CHEMBL6400,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)cc3)cccc12,3162.28
CHEMBL269237,CCOc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nn1,3981.07
CHEMBL6576,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2ccccc12,1995.26
CHEMBL277275,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2cc(OC)c(OC)c(OC)c2)nc1OCCNS(=O)(=O)c1cccs1,1317.0
CHEMBL6433,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Cl)cn3)cccc12,1584.89
CHEMBL172297,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(C2CC2)nc1OCCCNS(=O)(=O)c1cccs1,14.0
CHEMBL368617,CCS(=O)(=O)NCCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1Oc1ccccc1OC,48.0
CHEMBL172759,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(N2CCOCC2)nc1OCCNS(=O)(=O)c1cccs1,587.0
CHEMBL177538,CCCS(=O)(=O)NCCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,82.0
CHEMBL367275,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(N2CCOCC2)nc1OCCNS(=O)(=O)c1cccs1,724.0
CHEMBL266277,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)nc3)cccc12,251.19
CHEMBL6412,COc1nc(Cl)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,10.0
CHEMBL367444,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(C2CC2)nc1OCCCNS(=O)(=O)c1cccs1,22.0
CHEMBL368945,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(Cc2ccc3c(c2)OCO3)nc1OCCNS(=O)(=O)c1cccs1,2190.0
CHEMBL415292,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)nc3)cccc12,1258.93
CHEMBL176749,CCS(=O)(=O)NCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1Oc1ccccc1OC,119.0
CHEMBL7019,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)nc3)cccc12,630.96
CHEMBL6624,COc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nn1,316.23
CHEMBL368528,CCS(=O)(=O)NCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C)cn2)c1Oc1ccccc1OC,582.0
CHEMBL6463,Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc1,1584.89
CHEMBL266315,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)cn3)cccc12,1995.26
CHEMBL268339,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)cn3)cccc12,125.89
CHEMBL368107,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(N2CCOCC2)nc1OCCCNS(=O)(=O)c1ccc(C)cc1,116.0
CHEMBL6553,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Cl)cn3)cccc12,158.49
CHEMBL6630,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)cn3)cccc12,1995.26
CHEMBL172071,CCS(=O)(=O)NCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,50.0
CHEMBL171950,CCCS(=O)(=O)NCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,80.0
CHEMBL367017,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccncc2)nc1OCCNS(=O)(=O)c1cccs1,2838.0
CHEMBL366628,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccncc2)nc1OCCNS(=O)(=O)c1ccc(C)cc1,2193.0
CHEMBL437,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,69000.0
CHEMBL415106,Cc1cc(Cl)nnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,398.11
CHEMBL175268,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(C2CC2)nc1OCCNS(=O)(=O)c1ccc(C)cc1,1050.0
CHEMBL174547,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(C2CC2)nc1OCCNS(=O)(=O)c1cccs1,1850.0
CHEMBL172441,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCNS(=O)(=O)c1ccc(C)cc1,8390.0
CHEMBL173201,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2cc(OC)c(OC)c(OC)c2)nc1OCCNS(=O)(=O)c1ccc(C)cc1,5115.0
CHEMBL6399,CN(C)c1cccc2c(S(=O)(=O)Nc3cnccn3)cccc12,1000.0
CHEMBL6647,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3O)cccc12,5011.87
CHEMBL263079,CCNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,2.512
CHEMBL6785,CCN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,12.59
CHEMBL172029,CCS(=O)(=O)NCCOc1nc(-c2ncccn2)nc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1Oc1ccccc1OC,487.0
CHEMBL276949,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCCNS(=O)(=O)c1cccs1,86.0
CHEMBL174413,CCS(=O)(=O)NCCOc1nc(-c2ccncc2)nc(NS(=O)(=O)c2ccc(C)cn2)c1Oc1ccccc1OC,185.0
CHEMBL268116,Cc1cc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,316.23
CHEMBL367274,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(N2CCOCC2)nc1OCCNS(=O)(=O)c1ccc(C)cc1,1385.0
CHEMBL6382,Cc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,630.96
CHEMBL367443,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(C2CC2)nc1OCCCNS(=O)(=O)c1ccc(C)cc1,77.0
CHEMBL6468,CN(C)c1cccc2c(S(=O)(=O)Nc3ncccn3)cccc12,6309.57
CHEMBL176418,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(C2CC2)nc1OCCNS(=O)(=O)c1ccc(C)cc1,4900.0
CHEMBL266684,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(I)cn3)cccc12,5011.87
CHEMBL6583,Cc1cnc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)cn1,1258.93
CHEMBL6588,CCOc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,501.19
CHEMBL367958,CCS(=O)(=O)NCCOc1nc(N2CCOCC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,19.0
CHEMBL369676,CCCS(=O)(=O)NCCOc1nc(N2CCOCC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,140.0
CHEMBL6566,Cc1nc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)ccc1Br,10000.0
CHEMBL366872,CCS(=O)(=O)NCCCOc1nc(-c2ncccn2)nc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1Oc1ccccc1OC,1591.0
CHEMBL6411,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)cn3)cccc12,1584.89
CHEMBL6660,Cc1cc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nnc1Cl,5011.87
CHEMBL6555,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,15.85
CHEMBL172030,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCNS(=O)(=O)c1cccs1,64.0
CHEMBL368738,CCCS(=O)(=O)NCCOc1nc(N2CCOCC2)nc(NS(=O)(=O)c2ccc(C)cn2)c1Oc1ccccc1OC,51.0
CHEMBL6778,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)cc3)cccc12,7943.28
CHEMBL6543,CCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,2511.89
CHEMBL177802,CCS(=O)(=O)NCCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,45.0
CHEMBL6800,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,63.1
CHEMBL366627,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2cc(OC)c(OC)c(OC)c2)nc1OCCNS(=O)(=O)c1cccs1,2770.0
CHEMBL6761,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)nn3)cccc12,199.53
CHEMBL268387,Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nn1,1584.89
CHEMBL6297,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)nn3)cccc12,251.19
CHEMBL27617,COc1cccc(Sc2c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c3cc4c(cc23)OCO4)c1,84.0
CHEMBL9141,CCCNC(=O)CN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1,45.3
CHEMBL283598,O=C(O)c1c(Sc2ccc3c(c2)OCO3)c2cc3c(cc2n1Cc1ccc2c(c1)OCO2)OCO3,100.0
CHEMBL332794,CCCOc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(CC)cccc2CC)cc1,9900.0
CHEMBL111612,CCCCN(CCCC)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC,24900.0
CHEMBL416019,COc1cccc(Sc2c(C(=O)O)oc3ccccc23)c1,23000.0
CHEMBL306123,CCCCC(NC(=O)[C@@H](Cc1c(C#N)[nH]c2ccccc12)NC(=O)C(NC(=O)N1[C@@H](C)CCC[C@H]1C)C(C)C)C(=O)O,2400.0
CHEMBL332431,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2ccc(C)c(C)c2)cc1,50.0
CHEMBL123997,CCCc1cccc(CC)c1NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,15.0
CHEMBL123926,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(Br)cccc2Br)cc1,61.0
CHEMBL305524,CCSCC(NC(=O)[C@@H](Cc1c(Br)[nH]c2ccccc12)NC(=O)C(CC(C)C)NC(=O)N1[C@@H](C)CCC[C@H]1C)C(=O)O,6.4
CHEMBL120106,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2ccc(C)cc2C)cc1,25.0
CHEMBL332093,CCc1cccc(CC)c1N(C)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,190.0
